"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-05-27",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-07-08",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-08-20",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-08-21",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-08-22",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-08-27",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-09-13",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-09-20",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-09-29",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-10-08",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-10-09",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-10-10",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-10-12",,,,
"US1MTCS0003","MILES CITY 0.7 SW, MT US","46.3995","-105.8491","732.4","2021-10-13",,,,
"US1MTCS0013","MILES CITY 0.9 SE, MT US","46.39866","-105.82478","723.0","2019-04-24",,,,
