NAME,ELEVATION,DATE,PRCP,SNWD,TMAX,TMIN
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/3/2013,0,0,58,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/4/2013,0,0,64,35
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/5/2013,0,0,74,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/6/2013,0,0,78,37
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/7/2013,0,0,78,39
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/8/2013,0,0,82,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/9/2013,0.02,0,82,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/10/2013,0,0,82,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/11/2013,0,0,84,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/12/2013,0,0,86,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/13/2013,0.21,0,83,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/14/2013,0,0,66,45
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/15/2013,0,0,67,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/16/2013,0.14,0,62,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/17/2013,0.19,0,54,41
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/18/2013,0.09,0,61,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/19/2013,0.05,0,62,44
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/20/2013,0,0,72,44
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/21/2013,0,0,77,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/22/2013,0.29,0,61,41
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/23/2013,0.02,0,59,40
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/24/2013,0.01,0,64,37
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/25/2013,0,0,65,32
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/26/2013,0,0,71,35
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/27/2013,0.05,0,67,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/28/2013,0.29,0,63,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/29/2013,0,0,71,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/30/2013,0.02,0,62,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,5/31/2013,0,0,66,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/1/2013,0,0,72,36
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/2/2013,0.07,0,60,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/3/2013,0.14,0,63,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/4/2013,0.01,0,70,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/5/2013,0,0,79,40
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/6/2013,0,0,84,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/7/2013,0,0,81,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/8/2013,0,0,81,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/9/2013,0,0,82,44
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/10/2013,0,0,82,40
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/11/2013,0,0,83,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/12/2013,0,0,72,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/13/2013,0.3,0,61,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/14/2013,0,0,65,39
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/15/2013,0,0,78,35
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/16/2013,0,0,84,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/17/2013,0.01,0,89,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/18/2013,0,0,85,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/19/2013,0.48,0,65,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/20/2013,0.15,0,60,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/21/2013,0.02,0,70,39
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/22/2013,0,0,69,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/23/2013,0,0,78,42
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/24/2013,0.18,0,73,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/25/2013,0.3,0,72,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/26/2013,0.03,0,69,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/27/2013,0,0,86,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/28/2013,0,0,93,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/29/2013,0,0,89,56
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,6/30/2013,0,0,93,58
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/1/2013,0,0,99,58
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/2/2013,0,0,101,61
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/3/2013,0,0,95,64
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/4/2013,0,0,91,57
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/5/2013,0,0,87,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/6/2013,0,0,86,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/7/2013,0,0,89,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/8/2013,0.07,0,85,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/9/2013,0,0,89,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/10/2013,0,0,98,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/11/2013,0,0,88,58
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/12/2013,0.02,0,87,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/13/2013,0,0,84,56
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/14/2013,0,0,89,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/15/2013,0,0,94,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/16/2013,0,0,93,62
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/17/2013,0,0,96,64
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/18/2013,0,0,93,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/19/2013,0,0,93,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/20/2013,0,0,94,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/21/2013,0,0,95,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/22/2013,0,0,93,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/23/2013,0,0,96,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/24/2013,0,0,98,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/25/2013,0,0,97,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/26/2013,0,0,97,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/27/2013,0,0,91,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/28/2013,0,0,89,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/29/2013,0,0,86,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/30/2013,0,0,88,57
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,7/31/2013,0,0,93,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/1/2013,0.28,0,75,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/2/2013,0.02,0,70,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/3/2013,0,0,76,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/4/2013,0,0,86,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/5/2013,0,0,88,48
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/6/2013,0,0,86,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/7/2013,0,0,92,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/8/2013,0,0,90,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/9/2013,0,0,92,67
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/10/2013,0,0,93,58
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/11/2013,0,0,85,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/12/2013,0,0,91,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/13/2013,0,0,88,58
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/14/2013,0,0,93,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/15/2013,0,0,98,51
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/16/2013,0,0,96,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/17/2013,0.02,0,90,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/18/2013,0,0,91,56
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/19/2013,0,0,92,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/20/2013,0,0,88,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/21/2013,0,0,89,48
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/22/2013,0,0,89,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/23/2013,0.01,0,88,60
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/24/2013,0,0,90,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/25/2013,0.04,0,90,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/26/2013,0,0,86,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/27/2013,0,0,91,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/28/2013,0.01,0,83,61
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/29/2013,0.03,0,92,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/30/2013,0,0,85,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,8/31/2013,0,0,88,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/1/2013,0,0,95,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/2/2013,0,0,85,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/3/2013,0.01,0,79,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/4/2013,0,0,93,54
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/5/2013,0.08,0,80,63
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/6/2013,0,0,82,56
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/7/2013,0,0,84,53
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/8/2013,0.2,0,71,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/9/2013,0,0,80,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/10/2013,0,0,85,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/11/2013,0,0,90,48
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/12/2013,0,0,91,60
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/13/2013,0,0,89,52
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/14/2013,0,0,81,55
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/15/2013,0,0,88,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/16/2013,0,0,87,59
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/17/2013,0.02,0,72,47
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/18/2013,0.03,0,60,50
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/19/2013,0,0,69,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/20/2013,0,0,80,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/21/2013,0,0,71,39
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/22/2013,0.01,0,61,49
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/23/2013,0.07,0,59,44
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/24/2013,0.29,0,51,45
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/25/2013,0.39,0,48,44
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/26/2013,0,0,51,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/27/2013,0.03,0,50,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/28/2013,0,0,62,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/29/2013,0.04,0,59,46
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,9/30/2013,0.25,0,53,43
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/1/2013,0.03,0,56,38
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/2/2013,0,0,55,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/3/2013,0,0,51,38
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/4/2013,0,0,56,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/5/2013,0,0,60,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/6/2013,0,0,67,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/7/2013,0,0,68,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/8/2013,0.01,0,54,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/9/2013,0,0,58,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/10/2013,0,0,51,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/11/2013,0,0,56,31
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/12/2013,0,0,53,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/13/2013,0,0,55,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/14/2013,0,0,55,32
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/15/2013,0,0,54,24
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/16/2013,0,0,51,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/17/2013,0,0,51,27
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/18/2013,0,0,55,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/19/2013,0,0,53,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/20/2013,0,0,62,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/21/2013,0,0,61,30
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/22/2013,0,0,63,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/23/2013,0,0,62,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/24/2013,0,0,61,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/25/2013,0,0,61,24
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/26/2013,0,0,60,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/27/2013,0,0,53,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/28/2013,0,0,39,27
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/29/2013,0,0,42,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/30/2013,0,0,51,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,10/31/2013,0.02,0,47,37
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/1/2013,0.02,0,52,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/2/2013,0.08,0,47,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/3/2013,0.03,0,41,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/4/2013,0,0,35,24
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/5/2013,0.01,0,35,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/6/2013,0.1,1.2,44,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/7/2013,0.19,0,44,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/8/2013,0,0,45,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/9/2013,0,0,43,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/10/2013,0.02,0,45,35
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/11/2013,0.06,0,50,38
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/12/2013,0,0,49,36
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/13/2013,0.01,0,52,36
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/14/2013,0,0,46,34
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/15/2013,0,0,42,36
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/16/2013,0,0,43,32
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/17/2013,0,0,40,30
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/18/2013,0,0,46,31
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/19/2013,0,0,52,30
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/20/2013,0,0,45,18
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/21/2013,0,0,30,10
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/22/2013,0,0,31,9
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/23/2013,0,0,33,10
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/24/2013,0,0,33,12
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/25/2013,0,0,40,15
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/26/2013,0,0,38,17
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/27/2013,0,0,37,17
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/28/2013,0,0,34,13
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/29/2013,0,0,31,14
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,11/30/2013,0.02,0,39,30
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/1/2013,0.13,0,42,32
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/2/2013,0.19,0,41,20
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/3/2013,0.02,1.2,20,5
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/4/2013,0,1.2,13,-4
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/5/2013,0,1.2,9,-6
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/6/2013,0,1.2,6,-4
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/7/2013,0,1.2,4,-13
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/8/2013,0,1.2,2,-14
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/9/2013,0.11,1.2,9,-9
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/10/2013,0.08,5.9,27,9
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/11/2013,0,5.1,26,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/12/2013,0,5.1,26,15
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/13/2013,0.01,3.9,33,22
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/14/2013,0,3.9,37,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/15/2013,0,3.1,43,18
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/16/2013,0,2,47,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/17/2013,0,0,39,18
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/18/2013,0.01,0,43,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/19/2013,0,0,34,19
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/20/2013,0.22,0,23,13
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/21/2013,0.02,5.1,31,22
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/22/2013,0,3.9,38,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/23/2013,0.28,3.1,42,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/24/2013,0,2,39,20
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/25/2013,0,1.2,29,12
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/26/2013,0,1.2,38,23
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/27/2013,0,0,43,13
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/28/2013,0,0,41,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/29/2013,0,0,35,24
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/30/2013,0.01,0,35,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,12/31/2013,0.04,0,39,31
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/1/2014,0,0,41,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/2/2014,0,0,37,24
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/3/2014,0.14,0,44,27
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/4/2014,0,0,30,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/5/2014,0,0,28,11
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/6/2014,0,0,19,7
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/7/2014,0,0,24,15
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/8/2014,0,0,31,22
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/9/2014,0.02,0,39,27
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/10/2014,0.02,0,39,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/11/2014,0.17,0,44,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/12/2014,0.01,0,36,31
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/13/2014,0.03,0,46,32
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/14/2014,0,0,48,30
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/15/2014,0,0,48,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/16/2014,0,0,43,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/17/2014,0,0,41,20
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/18/2014,0,0,41,19
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/19/2014,0,0,40,17
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/20/2014,0,0,42,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/21/2014,0,0,40,18
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/22/2014,0,0,35,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/23/2014,0,0,41,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/24/2014,0,0,39,20
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/25/2014,0,0,28,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/26/2014,0,0,34,15
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/27/2014,0,0,38,17
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/28/2014,0,0,30,9
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/29/2014,0.24,0,34,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/30/2014,0.2,3.9,34,19
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,1/31/2014,0.05,5.9,25,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/1/2014,0,5.1,27,11
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/2/2014,0,5.1,23,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/3/2014,0.03,5.1,25,6
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/4/2014,0,3.9,7,-1
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/5/2014,0,3.9,3,-7
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/6/2014,0,3.9,0,-23
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/7/2014,0.05,3.9,11,-9
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/8/2014,0.04,5.1,19,2
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/9/2014,0.21,7.9,17,10
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/10/2014,0.03,9.1,27,16
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/11/2014,0.06,7.9,42,21
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/12/2014,0.01,5.9,45,27
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/13/2014,0.04,3.9,42,29
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/14/2014,0.03,3.1,41,26
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/15/2014,0.13,3.1,39,25
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/16/2014,0.01,0,42,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/17/2014,0.09,0,44,33
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/18/2014,0.1,1.2,42,28
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/19/2014,0.08,0,38,20
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/20/2014,0.09,2,33,18
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/21/2014,0.24,5.9,34,15
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/22/2014,0,5.9,25,5
"MISSOULA INTERNATIONAL AIRPORT, MT US",972.9,2/23/2014,0.19,5.1,22,19
